RMS,Spectral Slope,Zero Crossings,MFCC(2),Spectral RollOff,MFCC(4),MFCC(13),MFCC(11),MFCC(1),MFCC(12),Spectral Spread,Class
-13.656,-2.20E-06,0.09768,1.2689,1071,1.029,-0.16501,0.35795,-22.237,-0.11731,1221.4,'music'
-12.237,-2.89E-06,0.10452,1.0847,898,1.5151,0.29251,-0.021226,-21.175,0.4953,1822.2,'speech'
-22.937,-5.45E-07,0.026862,4.4537,118,1.2307,0.10578,-0.13017,-29.774,-0.047152,200.44,'music'
-10.932,-1.05E-06,0.0065934,2.5736,55,1.4206,-0.084691,0.14942,-29.943,0.088249,43.971,'music'
-16.747,-1.81E-06,0.067155,3.3115,447,0.3877,-0.025567,-0.15076,-23.266,0.014491,535.31,'music'
-14.276,-2.33E-06,0.14481,1.665,611,1.1442,-0.071871,0.173,-22.041,-0.041213,1270.4,'music'
-14.857,-2.09E-06,0.072039,2.046,857,0.55461,0.027481,0.03016,-22.29,-0.26539,901.21,'music'
-9.9471,-5.12E-06,0.098413,3.5337,483,0.58229,0.27881,0.097906,-20.267,0.29367,802.87,'speech'
-20.423,-8.94E-07,0.11673,1.4073,1271,2.0169,-0.16477,-0.22926,-24.478,-0.60671,1747.6,'music'
-12.619,-2.64E-06,0.15336,1.1266,996,0.52336,0.33364,0.04432,-20.716,0.096011,1532.8,'music'
-21.572,-6.62E-07,0.040049,1.684,625,2.0693,-0.12098,-0.074344,-27.165,-0.20302,489.63,'speech'
-22.253,-1.04E-06,0.10623,2.2825,891,0.15285,0.19167,0.24069,-23.892,-0.11085,1068.3,'music'
-12.008,-1.48E-06,0.23541,0.05947,1376,1.1669,-0.05522,-0.34095,-21.835,0.033968,2935.6,'speech'
-21.792,-3.59E-07,0.034921,4.4051,252,0.37281,-0.06804,0.24728,-29.248,-0.32431,326.82,'speech'
-20.902,-1.00E-06,0.072772,2.4531,605,1.1606,-0.34255,-0.37805,-24.378,-0.36299,663.35,'music'
-11.858,-4.19E-06,0.12283,1.7678,687,1.3065,-0.038076,-0.099536,-20.379,-0.47611,1177.8,'speech'
-13.866,-2.22E-06,0.13944,1.0782,1141,0.49426,0.0048514,-0.083725,-21.524,0.05374,1602.3,'music'
-10.834,-2.60E-06,0.062027,1.6471,551,0.8307,0.38016,-1.3075,-22.864,-0.82304,688.87,'speech'
-11.792,-1.94E-06,0.033211,3.7832,311,0.84832,0.14273,-0.096833,-24.656,-0.22695,319.38,'music'
-10.209,-3.75E-06,0.081563,2.1256,575,1.563,-0.16445,-0.083016,-21.228,-0.18533,808.96,'speech'
-18.374,-1.26E-06,0.050549,3.4605,431,0.72688,0.15619,0.12556,-24.541,0.21558,446.12,'music'
-14.51,-1.04E-06,0.058364,1.5731,691,2.113,-0.086788,-0.032588,-25.65,0.27467,597.83,'speech'
-10.344,-3.27E-06,0.097192,1.1957,871,0.76035,0.44859,-0.37128,-20.755,0.11117,1235.1,'speech'
-19.192,-1.08E-06,0.040049,2.9058,458,0.47773,-0.85626,0.27834,-25.863,-0.18195,316.48,'music'
-15.929,-1.54E-06,0.061294,3.434,454,-0.2062,0.75421,0.041185,-24.253,0.33453,631,'music'
-11.846,-2.33E-06,0.10794,1.8214,548,2.8419,-0.38792,-0.50827,-23.514,-0.43394,1025.7,'music'
-17.249,-1.28E-06,0.10427,1.7727,677,0.46303,0.18949,-0.24574,-23.634,-0.078908,1053.5,'music'
-28.45,-3.43E-07,0.069597,1.5769,894,0.056729,-0.10623,-0.03604,-28.065,-0.20943,564,'music'
-17.705,-1.06E-06,0.063248,2.3046,632,0.75629,-0.096293,0.21303,-24.911,-0.10524,587.28,'music'
-28.206,-4.95E-07,0.12454,0.44315,1104,2.1386,-0.091239,0.001351,-26.554,-0.046268,1398.5,'speech'
-13.902,-2.49E-06,0.21929,0.78151,702,1.9276,-0.35003,-0.33442,-21.678,-0.38666,1959.9,'music'
-11.928,-3.11E-06,0.069353,2.2163,1156,0.030956,0.13076,0.17436,-21.255,0.17006,937.97,'music'
-20.848,-1.01E-06,0.17924,1.3317,978,0.24097,0.37605,-0.29769,-23.421,-0.04994,1666.9,'music'
-15.162,-1.89E-06,0.11282,2.1296,605,1.5602,-0.19091,-0.24242,-23.057,-0.44478,1235.3,'music'
-13.713,-1.12E-06,0.022466,1.7909,709,2.5048,0.10784,0.052184,-26.436,-0.098061,354.67,'speech'
-33.657,-1.28E-07,0.0009768,3.3188,247,0.62349,0.073017,0.050789,-32.944,0.15432,159.06,'speech'
-27.465,-5.98E-07,0.17851,1.5269,797,0.91235,-0.075633,0.18313,-24.947,-0.12605,1745.2,'speech'
-14.063,-2.02E-06,0.046154,6.4014,145,-0.032047,0.13079,0.34614,-26.64,0.072821,418.86,'music'
-11.992,-3.27E-06,0.085958,3.4978,507,1.888,0.12365,-0.0068596,-22.284,0.1393,969.71,'speech'
-12.225,-3.12E-06,0.073993,3.3312,409,0.30717,-0.56909,0.40853,-22.319,0.021114,756.53,'music'
-25.578,-3.31E-07,0.040049,1.3938,1307,1.0217,0.29451,-0.36181,-27.532,-0.0070971,1024.4,'music'
-12.698,-3.08E-06,0.069841,2.9956,719,0.46339,-0.10524,-0.06395,-21.631,0.17625,627.94,'music'
-21.162,-1.03E-06,0.1072,2.522,700,0.042094,0.22869,0.30606,-24.241,0.23784,975.73,'music'
-34.423,-2.28E-07,0.14432,1.8665,1022,0.75336,-0.1747,-0.26145,-27.971,-0.11502,838.95,'speech'
-22.319,-1.36E-06,0.10745,2.6652,695,0.76946,0.62194,-0.087952,-23.303,0.12477,1137.2,'speech'
-19.66,-1.90E-06,0.098168,2.9272,520,1.4921,0.31471,-0.62674,-23.361,-0.11103,1141.2,'speech'
-23.083,-4.27E-07,0.028571,1.8014,483,1.0417,-0.012855,-0.054384,-29.748,0.19904,220.82,'speech'
-14.828,-1.47E-06,0.10598,2.0057,593,1.8351,-0.19584,-0.70681,-23.77,-0.33418,860.48,'music'
-28.728,-4.23E-07,0.13407,2.6742,776,0.884,0.30742,-0.016936,-27.098,-0.25432,558.35,'speech'
-31.41,-2.25E-07,0.070818,1.4757,1086,0.11563,0.083636,0.069244,-28.117,-0.021982,985.66,'music'
-44.813,-8.00E-08,0.19585,1.7716,1319,-0.077878,-0.032071,0.13577,-29.984,-0.00019355,1964.8,'speech'
-13.189,-1.95E-06,0.21197,-2.0081,925,1.8327,-0.0041838,0.22613,-23.017,-0.033189,2164.2,'speech'
-18.019,-9.70E-07,0.19853,0.57929,1168,0.64219,0.13702,0.24425,-23.292,0.10921,2126.5,'music'
-18.487,-6.17E-07,0.035897,3.92,130,0.53395,-0.33924,-0.37933,-29.733,-0.34226,248.25,'music'
-10.098,-3.41E-06,0.10989,1.1293,681,1.2414,0.04187,0.66167,-21.53,-0.20014,1135.6,'speech'
-10.452,-4.40E-06,0.093529,2.5957,475,0.2588,-0.15184,-0.021486,-20.493,0.19185,1053.1,'speech'
-10.746,-5.39E-06,0.084737,2.3847,518,0.58544,-0.047819,-0.11429,-20.05,0.40499,1066.1,'speech'
-16.698,-1.02E-06,0.27448,-0.21457,1014,0.66194,-0.51112,-0.67712,-23.332,-0.40274,2586.6,'music'
-30.059,-1.76E-07,0.010012,1.6609,856,0.70843,0.082481,0.14298,-31.673,-0.090654,348.86,'speech'
-28.888,-1.38E-07,0,1.9237,809,0.65921,0.0097258,0.028433,-31.602,0.02933,337.56,'speech'
-21.378,-5.78E-07,0.046642,2.1794,769,0.46506,-0.086817,-0.076124,-26.246,-0.23391,548.21,'music'
-19.146,-8.33E-07,0.19414,1.3726,1641,0.7888,-0.24276,0.011751,-22.869,0.11644,2701.9,'music'
-22.466,-8.44E-07,0.17875,1.2957,620,2.2884,-0.2452,-0.43812,-25.185,-0.19667,1844.8,'music'
-15.335,-1.62E-06,0.052503,3.8689,387,1.0266,-0.34684,-0.1235,-24.304,0.30658,568.4,'speech'
-22.185,-1.04E-06,0.12283,2.1151,590,1.9844,-0.20476,-0.47058,-25.017,-0.36101,1046.3,'music'
-19.225,-9.35E-07,0.10501,1.8422,1498,1.0582,-0.019637,-0.101,-24.031,-0.1349,1449.9,'music'
-29.327,-5.36E-07,0.16777,2.0652,725,0.82326,-0.022889,0.29719,-25.551,-0.30673,1433.4,'speech'
-23.841,-6.89E-07,0.077167,2.7284,647,0.88168,-0.14597,-0.22862,-25.448,-0.42586,604.09,'music'
-15.617,-1.79E-06,0.095726,3.2021,490,0.21839,-0.24608,-0.18321,-22.824,-0.25858,792.93,'music'
-16.095,-2.08E-06,0.11306,2.7677,583,0.51059,-0.2131,0.19514,-21.972,0.011382,975.34,'music'
-13.662,-2.55E-06,0.14505,1.2592,813,1.0471,0.10648,0.18973,-21.253,-0.090715,1606.3,'music'
-11.34,-2.52E-06,0.13211,1.3152,945,0.31498,-0.18898,0.54631,-21.201,0.17532,1169.1,'music'
-15.405,-2.07E-06,0.084493,2.788,601,0.67249,0.036883,0.41999,-22.436,0.19366,830.89,'music'
-17.159,-1.09E-06,0.037851,2.6442,713,0.61061,-0.1601,-0.2672,-25.165,0.02584,462.9,'music'
-21.698,-5.98E-07,0.031258,1.7872,509,0.41637,-0.028702,-0.13642,-27.886,-0.31961,309.32,'music'
-30.831,-1.63E-07,0.21441,1.4397,1438,0.19312,0.13959,-0.099876,-27.753,0.092874,2528.4,'speech'
-38.633,-1.61E-07,0.15409,1.7238,1295,0.17696,-0.051902,0.076877,-28.335,-0.0107,1781.1,'speech'
-16.783,-1.59E-06,0.15458,1.8958,548,1.5225,-0.3964,0.050579,-23.915,-0.11715,1564,'music'
-13.486,-2.65E-06,0.082051,1.8321,801,0.54638,-0.0067538,-0.098703,-21.308,0.20057,1073.7,'music'
-29.81,-3.68E-07,0.11844,2.0202,737,-0.13099,0.13621,0.37089,-26.967,-0.72629,1068.3,'speech'
-37.202,-1.49E-07,0.095482,1.0882,1130,0.12064,-0.095648,-0.23872,-29.323,-0.010316,981.63,'speech'
-15.989,-1.84E-06,0.10647,2.2063,684,0.79024,0.17908,0.055369,-22.53,0.25558,1106.7,'music'
-13.324,-2.52E-06,0.07033,3.4777,430,0.11451,-0.32688,0.30169,-22.656,0.26382,670.48,'speech'
-12.015,-2.16E-06,0.098413,1.9615,666,0.15481,-0.19504,0.26111,-22.412,0.31274,835.41,'music'
-11.684,-3.18E-06,0.057387,3.4864,507,-0.31255,0.26242,0.053954,-21.749,0.56877,638.99,'speech'
-12.272,-3.35E-06,0.083272,3.0978,538,0.91237,-0.078522,-0.19973,-21.089,-0.07998,716.84,'music'
-17.878,-1.35E-06,0.076923,2.8939,549,1.3361,-0.32526,-0.16895,-24.036,-0.34664,493.06,'music'
-26.805,-4.35E-07,0.10208,2.3161,689,1.3275,-0.351,0.15392,-26.943,-0.36123,790.11,'speech'
-22.621,-4.24E-07,0.1177,0.5835,1246,0.47751,0.089797,-0.089613,-25.686,0.38223,2434.3,'speech'
-15.261,-2.44E-06,0.065446,4.0859,573,0.31974,0.22211,-0.2753,-23.219,0.44748,705.23,'speech'
-29.454,1.19E-07,0.34969,-0.58201,1542,-0.16147,0.15862,0.23748,-26.842,-0.054394,5480.5,'speech'
-29.203,-2.03E-07,0.0004884,1.2909,913,0.67388,-0.061848,-0.093423,-28.778,0.16445,593.23,'speech'
-13.569,-2.74E-06,0.14847,1.3486,787,0.85386,0.23132,-0.015497,-20.891,0.1544,1401.6,'music'
-32.062,-2.60E-07,0.13089,2.0073,970,0.9753,0.23938,-0.24511,-27.54,0.055895,1070.6,'speech'
-27.517,-6.33E-07,0.18584,0.96657,1133,0.16113,0.23577,-0.23894,-24.064,-0.26951,2314.6,'speech'
-12.428,-1.31E-06,0.075946,1.8655,729,1.31,0.088172,-0.38451,-23.358,0.46152,1070.1,'speech'
-30.907,-3.84E-07,0.19438,1.3188,1140,0.76497,-0.046186,-0.1407,-25.649,-0.26332,2002.1,'music'
-13.682,-2.95E-06,0.21709,0.79572,691,1.9325,-0.47819,-0.29741,-21.345,-0.45688,2074.7,'music'
-22.113,-1.18E-06,0.098168,2.4396,661,1.4896,0.21037,0.41282,-23.826,-0.71462,1148.2,'speech'
-14.404,-2.04E-06,0.17998,-0.041131,1372,1.2376,0.079725,-0.11234,-21.302,0.11031,2644.6,'speech'
-16.868,-7.71E-07,0.036874,2.0551,1500,0.39637,0.24341,0.041018,-25.378,0.073565,1033.2,'music'
-14.165,-1.15E-06,0.06105,2.167,590,0.59147,0.74631,-0.54067,-26.263,-0.029074,525.88,'music'
-17.962,-1.36E-06,0.11648,2.0856,619,1.476,-0.32005,-0.3842,-23.547,-0.15518,1229.7,'music'
-14.485,-1.00E-06,0.033944,4.5808,156,0.94696,-0.57537,-0.063206,-27.998,-0.15782,264.57,'music'
-19.209,-8.54E-07,0.052015,1.6575,1473,0.41204,0.25773,-0.031083,-24.368,-0.32317,1509.7,'speech'
-12.319,-1.54E-06,0.21392,-0.49944,1281,1.2553,0.057429,-0.22109,-22.36,-0.010535,2336,'speech'
-13.094,-2.14E-06,0.086691,3.8849,444,1.4733,-0.33795,-0.012363,-23.292,-0.11417,783.92,'music'
-12.381,-2.14E-06,0.096459,1.3624,557,1.7197,0.0054801,-0.25879,-23.312,0.30927,1178.4,'speech'
-11.469,-3.25E-06,0.15189,1.542,1053,0.39918,-0.17679,-0.24724,-19.921,-0.091966,1661.5,'music'
-14.513,-1.98E-06,0.068376,3.436,450,0.38888,0.28521,0.19165,-23.65,0.29909,608.22,'speech'
-33.946,-2.93E-07,0.19658,1.1252,869,1.0078,0.066026,-0.10244,-26.72,-0.20103,1886.9,'speech'
-11.953,-2.84E-06,0.073016,1.8371,682,1.6549,0.11705,-0.19001,-21.859,-0.35913,801.48,'speech'
-12.386,-2.54E-06,0.073504,2.0317,575,2.2205,-0.21422,-0.10293,-22.679,0.16076,726.47,'speech'
-20.186,-8.33E-07,0.054701,2.2276,662,0.87549,0.0063707,-0.41738,-25.351,-0.1198,532.04,'music'
-27.51,-2.66E-07,0.021734,1.8828,811,-0.18332,-0.07635,-0.0033932,-29.826,-0.1327,372.52,'speech'
-10.083,-1.85E-06,0.073748,0.25404,1330,0.96716,-0.0036269,-0.053384,-22.271,0.19969,1352.9,'speech'
-15.351,-1.01E-06,0.12845,1.493,1101,0.15429,0.040496,-0.068425,-25.161,-0.47642,1134.2,'music'
-35.691,-1.63E-07,0.12283,1.2605,1097,1.3651,-0.32419,-0.0090309,-28.649,-0.0332,1391.4,'speech'
-17.289,-1.34E-06,0.070085,1.9995,965,0.40147,-0.12128,-0.023081,-23.55,-0.038222,783.88,'music'
-16.432,-1.73E-06,0.073748,1.8575,618,1.8596,-0.41231,-0.47332,-22.965,-0.63152,1031.7,'music'
-11.704,-2.84E-06,0.068132,2.6725,620,1.4205,0.16322,-0.27911,-22.682,-0.16239,462.65,'speech'
-16.746,-1.43E-06,0.052503,3.1862,540,0.92293,-0.57754,0.2348,-24.519,-0.26133,472.29,'music'
-12.493,-3.36E-06,0.098413,2.4902,609,1.679,0.48369,0.06372,-21.391,0.10427,832.69,'speech'
-11.529,-3.05E-06,0.033944,4.912,232,0.53861,0.24068,-0.024458,-23.704,0.48824,270.55,'speech'
-23.456,-5.26E-07,0.023687,3.9196,187,0.93863,0.050893,-0.26471,-29.103,-0.0019789,232.74,'music'
-23.5,-3.61E-07,0.098385,1.7074,1582,0.1354,-0.29647,0.31544,-26.188,-0.12796,2161.9,'music'
-17.862,-1.34E-06,0.062027,2.6038,443,2.2314,-0.061868,0.033514,-25.439,0.40472,599.32,'music'
-13.836,-2.60E-06,0.1326,1.8259,944,-0.087867,0.11829,-0.10202,-20.581,-0.081339,1476.6,'music'
-32.875,-3.08E-07,0.18168,1.4884,983,0.61494,0.14096,-0.068631,-26.546,-0.44876,1620,'speech'
-14.352,-2.90E-06,0.10232,3.6383,476,1.4779,0.091623,-0.10307,-22.562,-0.04184,977.03,'speech'
-20.256,-8.63E-07,0.05641,4.0883,332,1.0417,-0.12698,-0.030563,-26.37,-0.068884,419.23,'music'
-14.409,-1.22E-06,0.19487,1.4988,1066,1.3935,-0.39492,0.673,-24.751,0.094256,1664.6,'music'
-15.905,-1.49E-06,0.096215,1.5344,1119,0.24128,-0.15181,0.028848,-22.772,0.17829,1014.6,'music'
-12.562,-1.61E-06,0.040049,3.5228,310,1.7607,-0.03938,0.15842,-26.828,-0.02097,139.87,'speech'
-18.776,-5.03E-07,0.040537,1.4797,1533,0.1386,0.12671,-0.025957,-25.829,-0.035419,1181.1,'speech'
-14.508,-1.91E-06,0.074237,2.1856,481,1.4537,-0.4679,-0.18561,-23.721,-1.0969,577.82,'speech'
-13.831,-2.33E-06,0.10208,1.2421,727,2.4486,-0.14549,-0.0026614,-23.443,-0.18476,743.21,'speech'
-10.556,-2.90E-06,0.058852,3.0574,735,0.15664,-0.16701,-0.13928,-21.873,-0.23236,453.75,'music'
-25.005,-9.14E-07,0.097436,2.5248,614,1.372,-0.33581,-0.37881,-24.754,-0.20582,947.58,'speech'
-21.309,-9.11E-07,0.064469,1.7849,497,2.3442,-0.105,0.12772,-26.265,0.38186,698.31,'music'
-19.14,-1.05E-06,0.30256,1.2186,1230,0.53879,0.29127,0.049499,-22.719,0.1368,2172,'speech'
-12.134,-2.71E-06,0.097436,1.9981,1035,0.59172,-0.017871,-0.040995,-21.307,-0.2564,1001.6,'music'
-15.943,-1.03E-06,0.21294,-0.18999,1221,0.12036,-0.28861,0.072002,-22.935,-0.42053,2448.3,'music'
-34.364,-1.91E-07,0.18388,1.9389,1077,1.0244,-0.0082001,-0.24199,-28.433,-0.20088,1251.3,'speech'
-11.794,-2.07E-06,0.10623,1.619,624,2.0675,0.28779,-0.0097628,-23.515,0.16861,575.87,'speech'
-19.823,-4.20E-07,0.013187,1.8657,585,0.063813,0.090757,0.11168,-29.778,0.089995,257.14,'speech'
-20.428,-4.41E-07,0.053724,4.5651,222,0.83919,0.3284,0.072657,-29.279,0.54231,443.81,'music'
-14.439,-1.02E-06,0.17216,-0.60934,1317,0.3193,0.25909,-0.018614,-23.235,-0.38567,2554.8,'speech'
-20.513,-9.57E-07,0.091575,2.9311,537,1.1796,-0.068843,-0.17093,-24.624,-0.43935,852.49,'music'
-11.437,-2.80E-06,0.15433,1.6152,1086,0.53083,0.2583,-0.12871,-20.391,0.056423,1497.9,'music'
-31.16,-2.43E-07,0.083761,-0.19518,1343,0.96627,0.068226,-0.16636,-27.502,0.061445,1618.1,'speech'
-12.678,-4.01E-06,0.1199,1.422,568,2.1198,-0.16066,-0.189,-21.413,0.50318,1021.4,'speech'
-9.6175,-3.78E-06,0.082295,1.8013,542,0.29478,0.31123,0.021399,-20.836,0.16296,1013.3,'speech'
-13.689,3.82E-07,0.1177,0.43445,1780,-0.042295,0.62377,0.058431,-25.48,0.18723,3016,'music'
-22.876,-6.62E-07,0.12918,2.1038,493,1.4864,0.06429,-0.1228,-26.638,-0.58751,1311.4,'music'
-17.173,-1.10E-06,0.083272,2.2073,624,1.3738,-0.17432,-0.19246,-24.266,0.029179,836.09,'music'
-26.126,-8.40E-07,0.094505,2.9867,646,0.6867,-0.18397,0.34355,-24.969,-0.21668,661.03,'speech'
-14.285,-1.79E-06,0.036386,4.3828,442,1.5919,-0.0392,-0.073413,-24.943,-0.10146,510.42,'speech'
-14.32,-1.38E-06,0.029548,1.6928,655,2.4886,-0.41563,-0.21124,-24.32,0.19161,969.26,'speech'
-32.611,-1.15E-07,0,3.1086,286,0.73113,0.031696,-0.0038152,-33.092,0.092586,168.06,'speech'
-21.618,-5.25E-07,0.033211,4.7958,149,0.37984,-0.10047,-0.45119,-29.864,-0.25766,222.75,'music'
-13.348,-2.10E-06,0.13114,0.81302,756,1.6335,0.15473,-0.040234,-22.988,-0.23822,743.29,'speech'
-18.905,-1.29E-06,0.078632,2.3586,612,1.0159,-0.26216,-0.14094,-23.89,-0.3801,771.49,'music'
-18.765,-1.06E-06,0.14725,1.2664,859,0.83021,0.48742,-0.30093,-23.94,-0.15489,1398.5,'music'
-13.975,-3.75E-06,0.18266,1.9817,616,1.7655,-0.095325,-0.20322,-20.859,-0.05656,1692.5,'speech'
-12.4,-2.65E-06,0.084493,1.0411,957,0.30352,0.066924,0.09561,-21.223,0.052236,1262.9,'speech'
-15.521,-1.44E-06,0.049328,2.4955,944,0.31778,0.024458,-0.058995,-23.665,-0.042545,546.2,'music'
-16.331,-1.41E-06,0.079609,3.9316,458,1.701,-0.19275,-0.039656,-24.548,0.23054,845.43,'speech'
-13.998,-1.59E-06,0.028816,3.5292,505,0.57074,-0.046605,-0.0749,-24.584,0.10056,260.37,'speech'
-12.005,-4.04E-06,0.086691,3.9052,387,0.58167,-0.15568,-0.094019,-21.656,0.070534,1007.2,'speech'
-20.592,-1.52E-06,0.11893,1.5803,738,3.0965,0.01791,0.093249,-23.706,-0.60606,1997.5,'speech'
-13.654,-1.61E-06,0.088645,2.9637,473,2.1791,-0.021733,-0.060834,-25.009,-0.3143,935.8,'speech'
-27.23,-1.73E-07,0.26398,0.54799,1424,-0.36424,0.032896,0.51604,-26.182,0.060663,4378.2,'speech'
-10.576,-3.54E-06,0.099634,2.5535,550,0.47196,0.60244,-0.23987,-21.557,0.21794,986.32,'speech'
-17.697,-1.51E-06,0.13187,0.35444,1044,1.2959,0.34789,0.20179,-23.067,0.11118,1312.3,'music'
-14.928,-9.88E-07,0.05177,1.0864,1068,1.3244,-0.064012,0.2471,-24.194,0.34972,1253.5,'speech'
-30.18,-1.76E-07,0.028083,1.4239,841,1.0497,0.15908,0.040276,-31.166,0.10613,380.53,'speech'
-22.785,-1.07E-06,0.070818,3.1275,668,-0.036936,-0.0036283,0.42423,-24.152,-0.16957,804.55,'speech'
-14.595,-2.17E-06,0.077167,2.0695,688,0.97563,0.18309,0.1199,-22.54,0.14582,693.52,'music'
-19.194,-1.06E-06,0.044689,4.4141,278,0.36416,0.070144,-0.29566,-26.27,-0.28831,361,'music'
-15.966,-2.63E-06,0.086447,2.5116,862,0.39937,0.073212,0.067937,-21.46,0.096446,957.74,'music'
-11.389,-2.35E-06,0.088156,1.9838,605,1.9083,0.5118,-0.44736,-22.41,0.099258,1222.6,'speech'
-22.226,-1.30E-06,0.1619,3.2282,668,-0.18807,0.41421,0.16257,-23.677,-0.14736,781.29,'speech'
-21.816,-1.42E-06,0.050549,3.8193,486,0.69298,0.042808,0.1314,-24.02,-0.14505,686.32,'speech'
-15.895,-1.06E-06,0.075702,2.3246,1350,0.14502,0.029649,0.055838,-25.542,0.045769,1011.9,'music'
-20.122,-4.97E-07,0.10549,1.6867,595,1.0139,0.17042,-0.80651,-26.441,-0.32353,1618.6,'music'
-15.323,-1.91E-06,0.11844,2.0036,728,0.41258,-0.25435,-0.15062,-22.146,-0.18124,998.31,'music'
-44.166,-8.14E-08,0.18217,1.5576,1324,0.0197,0.0075324,-0.11571,-29.949,-0.0412,2020.7,'speech'
-12.784,-2.98E-06,0.14799,1.3844,704,0.73874,0.16386,0.031608,-21.064,-0.088628,1255.5,'music'
-25.825,-4.93E-07,0.11331,2.5376,953,0.71984,-0.17274,0.018524,-26.388,-0.42817,751.61,'speech'
-25.13,-6.46E-07,0.14725,-0.3833,1045,1.3543,-0.20001,0.19225,-25.287,-0.056822,1668.9,'speech'
-12.235,-3.02E-06,0.10476,1.5712,810,1.1739,-0.0061215,0.0084837,-21.077,0.11597,1328.7,'music'
-39.425,-4.70E-08,0.32137,0.97146,1460,-0.5122,0.019511,-0.15038,-29.767,-0.0025827,4152.7,'speech'
-16.741,-5.57E-07,0.044444,2.237,467,2.6855,0.043821,0.0095151,-29.069,0.06043,317.13,'speech'
-24.519,-2.52E-07,0.027106,0.78986,653,1.6517,-0.42452,0.054869,-29.942,0.42202,520.36,'speech'
-15.155,-1.36E-06,0.07033,2.7738,875,-0.13102,0.30586,0.52372,-24.343,0.36445,546.22,'music'
-12.759,-1.81E-06,0.061538,2.3026,1047,0.29653,-0.15876,-0.10291,-22.657,-0.1755,614.09,'music'
-16.522,-1.86E-06,0.090598,3.1256,511,0.10384,-0.069557,-0.3304,-22.574,-0.13106,858.59,'music'
-12.86,-1.03E-06,0.084493,1.8948,740,0.20211,-1.0693,-0.33407,-25.456,-1.3628,659.6,'music'
-12.431,-2.86E-06,0.19463,1.9354,607,2.5295,-0.29189,-0.11288,-22.267,0.35217,2071,'speech'
-10.609,-2.63E-06,0.098168,0.7394,977,1.3543,0.05161,-0.19688,-21.312,0.046934,1603.4,'speech'
-24.434,-2.78E-07,0.0337,1.57,1488,1.22,0.021911,-0.01271,-30.2,-0.2507,807.94,'music'
-35.104,-1.59E-07,0.15507,1.9445,1281,-0.034279,0.03462,-0.10621,-28.548,-0.10964,1565.5,'speech'
-12.457,-2.19E-06,0.051038,1.2117,821,1.1042,0.029477,-0.080676,-23.598,0.11649,503.27,'music'
-12.956,-2.56E-06,0.11697,1.5514,667,1.5181,0.082315,0.14257,-22.111,-0.2591,1178.8,'music'
-10.127,-4.36E-06,0.068132,1.1269,618,2.2388,0.34722,-0.60933,-20.845,-0.14009,1183.6,'speech'
-20.707,-9.73E-07,0.064469,2.4562,607,1.1247,-0.13094,-0.42432,-24.497,-0.36546,727.46,'music'
-19.806,-7.22E-07,0.068864,1.5687,798,1.6453,0.029837,-0.33033,-26.621,0.027373,491.96,'speech'
-8.0896,-3.56E-06,0.086691,2.8815,509,0.78727,0.24508,-0.10404,-21.562,0.23558,932.57,'speech'
-14.289,-2.32E-06,0.17314,0.85006,1060,0.56395,0.14262,0.19775,-21.56,0.34222,1469.8,'music'
-16.623,-1.86E-06,0.054945,2.7084,717,0.51962,0.036482,0.1635,-23.1,0.10075,577.89,'music'
-32.141,-1.42E-07,0.0009768,3.0639,347,0.61824,-0.086138,0.18116,-31.954,0.014987,239.55,'music'
-18.04,-1.20E-06,0.085226,2.3498,794,1.3398,0.48907,-0.40044,-24.254,0.16146,813.08,'speech'
-23.146,-9.34E-07,0.14896,1.9107,644,1.4396,-0.13922,-0.18081,-24.47,-0.28466,1506.9,'music'
-15.501,-1.91E-06,0.1707,1.7974,526,1.7186,0.20056,-0.36519,-24.465,-0.010359,1366.4,'music'
-19.145,-8.17E-07,0.034432,4.9529,215,0.72598,-0.076585,0.080555,-27.624,-0.29487,308.95,'speech'
-18.192,-1.72E-06,0.042979,3.7518,429,2.3652,0.28688,-0.59977,-24.925,-0.091458,451.52,'speech'
-10.572,-4.84E-06,0.079365,3.6231,406,-0.016154,-0.23862,0.38511,-20.665,-0.048848,893.62,'speech'
-14.602,-1.25E-06,0.17924,2.0252,574,1.5321,-0.30194,-0.21262,-24.128,-0.47406,1455.6,'music'
-22.452,-5.45E-07,0.034676,4.734,158,0.38088,-0.035849,-0.61703,-29.751,-0.33271,229.19,'music'
-45.112,-6.83E-08,0.23321,1.1355,1436,0.23478,-0.01964,0.12891,-29.743,-0.23221,2978,'speech'
-15.517,-2.62E-06,0.044933,3.9421,487,1.4152,0.54048,-0.12092,-22.738,0.30394,618.87,'speech'
-20.108,-8.82E-07,0.073504,2.2389,697,0.76042,-0.34098,-0.2975,-24.501,-0.31257,706.95,'music'
-20.513,-3.63E-07,0.079121,0.7144,1450,1.0915,-0.032719,0.057094,-26.783,0.54231,1316,'music'
-13.046,-2.39E-06,0.10085,2.3078,619,0.97462,-0.51241,-0.42023,-22.599,-0.74499,1022.8,'music'
-18.93,-1.03E-06,0.18291,1.4099,639,1.9715,0.51782,-0.92272,-24.632,-0.33662,1846.7,'music'
-16.505,-2.13E-06,0.070574,2.7584,581,0.49525,-0.34561,-0.11403,-22.285,-0.22266,760.51,'music'
-22.976,-5.67E-07,0.035409,3.1133,489,1.3793,-0.097968,-0.097001,-28.025,-0.031007,309.29,'music'
